gene_name	max_af	max_af_pop
SDHAF2	9.652509652509652e-05	ExAC_AF_AFR
COL4A4	0.0014	AMR
BLM	0.1693	AA
COQ4	0.00352113	gnomADe_AF_asj
CLN8	0.00115484	gnomADe_AF_fin
ASL	0.00314	EA
AICDA	6.4792e-05	gnomADg_AF_nfe
CASD1	0.000227	AA
CRTAP	0.000922509	gnomADg_AF_oth
CPLANE1	0.003158	AA
CLN5	0.0009135200974421437	ExAC_AF_FIN
GAN	0.00117925	gnomADg_AF_amr
SLC26A4	0.00833333	gnomADg_AF_eas
SNRNP200	8.956e-06	gnomAD_NFE
CD247	0.001215436037678517	ExAC_AF_FIN
ERCC3	0.0103448	gnomADg_AF_asj
NMNAT1	0.001279	EA
MAP2K1	8.954e-06	gnomAD_NFE
LOC106627981	0.00254042	gnomADe_AF_asj
YARS2	1.5049814887276886e-05	ExAC_AF_NFE
JAK2	0.0008263717771500691	ExAC_AF_NFE
MMUT	0.00344828	gnomADg_AF_asj
CHEK2	0.00118765	gnomADg_AF_amr
STRC	0.002595	gnomAD_ASJ
VARS2	0.000803859	gnomADg_AF_afr
LURAP1L-AS1	0.001135	AA
RPGRIP1	0.000229779	gnomADg_AF_afr
SLC1A4	0.00689655	gnomADg_AF_asj
TYK2	0.0008088745088976196	ExAC_AF_EAS
TJP2	8.956e-05	gnomAD_AMR
SUFU	0.000114811	gnomADg_AF_afr
IVD	0.0014	AMR
LOC113664106	0.0001163	EA
FANCI	0.0001163	EA
CRAT	0.000816104	gnomADe_AF_eas
PLOD1	0.000129685	gnomADg_AF_nfe
CSTB	0.001	EUR
GHRHR	0.0012106537530266344	ExAC_AF_OTH
LOC106099062	0.0998	AFR&AFR
BCHE	0.0199	EUR
AIRE	0.00504817	gnomADe_AF_fin
ASPM	0.0029	AMR
PEX10	0.000641026	gnomADg_AF_eas
EYS	0.006691	gnomAD_FIN
KCNQ1-AS1	0.00043410314290675465	ExAC_AF_NFE
TG	0.00117925	gnomADg_AF_amr
CAPN1	0.0002714932126696833	ExAC_AF_AMR
TCIRG1	0.001	EUR
PTPN11	0.00117925	gnomADg_AF_amr
BRCA2	0.01243	AA
NPHP4	0.000229832	gnomADg_AF_afr
RAB23	0.002	EUR
NAA15	0.000115154	gnomADg_AF_afr
BBS9	0.000129651	gnomADg_AF_nfe
SLC26A2	0.0103448	gnomADg_AF_asj
FGFR2	0.0001073191672032625	ExAC_AF_AFR
LOC107133510	0.01613	AA&AA
CBS	0.003631	AA
PRMT7	0.000163026	gnomADe_AF_oth
CDT1	0.000204	gnomAD_ASJ
SDHD	6.48004e-05	gnomADg_AF_nfe
SDR9C7	8.638562543192812e-05	ExAC_AF_AMR
NPHP3-ACAD11	0.00662061	gnomADg_AF_fin
SAG	0.0003495688650664181	ExAC_AF_EAS
PIGT	0.000919118	gnomADg_AF_oth
PDX1	0.000248262	gnomADe_AF_oth
ABCA12	0.0014	AMR
KCNJ11	8.640055296353897e-05	ExAC_AF_AMR
SLC6A8	9.37031e-05	gnomADg_AF_nfe
PTEN	0.0002082	gnomAD_EAS
NEU1	0.00142279	gnomADe_AF_eas
TSHB	0.0003499	gnomAD_NFE
MCCC2	0.00257419	gnomADe_AF_amr
B3GALNT2	0.0009144	gnomAD_ASJ
PIGG	0.00275735	gnomADg_AF_oth
DYNC2LI1	0.000870417	gnomADe_AF_eas
ESCO2	0.0002007628990162618	ExAC_AF_AFR
TPI1	0.000162866	gnomADe_AF_oth
DES	0.0001163	EA
LOC101927318	0.000919118	gnomADg_AF_oth
FRAS1	4.07631e-05	gnomADe_AF_sas
NPC1	0.00117925	gnomADg_AF_amr
UGT1A5	0.003	EAS
TPP1	0.00184843	gnomADg_AF_oth
GMPPB	0.004572	gnomAD_ASJ
ATP8B1	0.00117925	gnomADg_AF_amr
SCN2A	0.001	EUR
CPT2	0.125	ExAC_AF_FIN
PLG	0.0089	EUR
PLN	6.48172e-05	gnomADg_AF_nfe
DPYD-AS1	0.000129685	gnomADg_AF_nfe
HEXA	0.00249203	gnomADe_AF_asj
LOC102723566	0.0001163	EA
SLC22A12	0.005	EAS
MYO6	0.00025992029111072604	ExAC_AF_AMR
TRDN	0.000922509	gnomADg_AF_oth
ACTA2	0.000287687	gnomADg_AF_fin
MCPH1	0.002	EAS
LRRC6	0.001393770452066416	ExAC_AF_SAS
COL3A1	1.5068864711732618e-05	ExAC_AF_NFE
LDLR-AS1	0.0014	AMR
SERAC1	0.0002311604253351826	ExAC_AF_EAS
PANK2	0.0011013215859030838	ExAC_AF_OTH
NBN	0.01552	EA
DOK7	0.00207792	gnomADg_AF_nfe
SIGMAR1	0.00047214353163361664	ExAC_AF_AMR
USH1C	0.00344828	gnomADg_AF_asj
KIF7	0.0014326647564469914	ExAC_AF_AMR
B3GLCT	0.00227007	gnomADg_AF_nfe
MRPL44	0.00047958755470295546	ExAC_AF_NFE
BBS5	0.000289168	gnomADe_AF_amr
MERTK	0.0001163	EA
DBH	0.0029	AMR
CNTNAP2	0.000163026	gnomADe_AF_oth
TTC21B-AS1	0.0008127	gnomAD_ASJ
CUBN	0.0014	AMR
ZDHHC24	0.0043	AMR
SLC25A13	0.00512821	gnomADg_AF_eas
SLC34A3	0.00196078431372549	ExAC_AF_NFE
PIGW	0.00117925	gnomADg_AF_amr
KCTD7	0.00017289073305670817	ExAC_AF_AMR
POLR1C	0.0014	AMR
MANBA	0.0001163	EA
TRPM1	8.954e-06	gnomAD_NFE
MTTP	0.002742	gnomAD_ASJ
DYRK1A	8.82083e-06	gnomADe_AF_nfe
FH	0.00586	AA
GALK1	0.00019538882375928098	ExAC_AF_AMR
TTC21B	0.0008127	gnomAD_ASJ
PAX3	8.640055296353897e-05	ExAC_AF_AMR
TCOF1	6.55e-05	gnomAD_AFR
COL9A1	0.00019290123456790122	ExAC_AF_AFR
MYO15A	0.003181	AA
KMT2D	9.02e-06	gnomAD_NFE
TTN-AS1	0.00344828	gnomADg_AF_asj
FUS	8.956e-06	gnomAD_NFE
LOC111674475	0.002093	EA
PHKB	0.00032396	gnomADg_AF_nfe
RAD51L3-RFFL	0.0011013215859030838	ExAC_AF_OTH
CRB2	0.00151117	gnomADg_AF_nfe
SDHB	0.001	EAS
GNE	0.0194	SAS
RSPH9	0.0002345	AA
STAR	0.002447708055184691	ExAC_AF_EAS
SERPINC1	0.00489068	gnomADg_AF_fin
SLC12A1	0.00011576753878212549	ExAC_AF_EAS
CDKN2A	0.00019062142584826535	ExAC_AF_AFR
VRK1	0.00344828	gnomADg_AF_asj
B9D1	0.001	EUR
PROP1	0.000288351	gnomADg_AF_fin
ABCA3	0.00460405	gnomADg_AF_oth
COG6	6.4834e-05	gnomADg_AF_nfe
LIPA	0.00344828	gnomADg_AF_asj
PCYT1A	2.996793431028799e-05	ExAC_AF_NFE
RRM2B	0.000163452	gnomADe_AF_oth
GNRHR	0.0103448	gnomADg_AF_asj
OTOGL	0.00117925	gnomADg_AF_amr
TRIP4	0.001	SAS
RAD50	0.004972	EA
LOC111674477	0.0001163	EA
DNAJB2	0.00184502	gnomADg_AF_oth
NDUFS1	0.0003488	EA
GRN	0.000227	AA
PHF3	0.006691	gnomAD_FIN
TAT-AS1	1.5095706780991486e-05	ExAC_AF_NFE
ASPA	0.0103448	gnomADg_AF_asj
ALPL	0.01994518879415347	ExAC_AF_FIN
FOXRED1	0.0014	AMR
SMARCAL1	0.000922509	gnomADg_AF_oth
COL4A3	0.011111111111111112	ExAC_AF_AMR
EGR2	2.978e-05	gnomAD_AMR
DSG2	0.0002761	AA
SOD1	0.0001074	gnomAD_NFE
SLC6A19	0.004	EUR
KCNQ1	0.00344828	gnomADg_AF_asj
ASAH1	0.00117925	gnomADg_AF_amr
RTEL1-TNFRSF6B	0.00689655	gnomADg_AF_asj
MTRR	0.000194426	gnomADg_AF_nfe
MYOC	0.003768	gnomAD_FIN
GBA2	0.0001823	gnomAD_OTH
GATAD1	0.00092081	gnomADg_AF_oth
DNAH5	0.00118483	gnomADg_AF_amr
SLC29A3	0.002207505518763797	ExAC_AF_OTH
TIA1	0.0001823	gnomAD_OTH
KCNQ2	8.967e-05	gnomAD_EAS
ARID1B	0.00012239902080783354	ExAC_AF_AFR
CLCN2	0.0001826	gnomAD_OTH
DNM2	0.000114943	gnomADg_AF_afr
MKS1	0.0011770244821092278	ExAC_AF_EAS
SDHA	0.002	EUR
EIF2B5	0.0014	AMR
SPG7	0.0029	AMR
KMT2A	0.00048430840759395585	ExAC_AF_AFR
CTC1	0.0037798609011188387	ExAC_AF_FIN
SMN1	0.025641	gnomADg_AF_afr
MRAP	0.000227	AA
VAPB	0.0001824	gnomAD_OTH
TYRP1	0.001135	AA
MC4R	0.000259202	gnomADg_AF_nfe
ALG8	0.000259302	gnomADg_AF_nfe
UGT1A8	0.003	EAS
RYR1	0.00344828	gnomADg_AF_asj
SOX2-OT	0.00019973368841544607	ExAC_AF_NFE
HSD17B3	0.000922509	gnomADg_AF_oth
CYBB	8.633e-05	gnomAD_AFR
PRSS1	0.0002326	EA
TNNI3	0.000924214	gnomADg_AF_oth
CSPP1	0.0003486750348675035	ExAC_AF_EAS
GLDC	0.0058	AMR
SCN4A	0.00020990764063811922	ExAC_AF_AMR
APC	0.000302571860816944	ExAC_AF_FIN
VPS13B	0.0006809	AA
TH	0.000717202	gnomADe_AF_eas
AARS2	0.0011111111111111111	ExAC_AF_OTH
LOC106501713	0.00276243	gnomADg_AF_oth
OPA1	0.00211	AA
AMT	0.0014	AMR
TBCE	0.000162866	gnomADe_AF_oth
CYP27B1	0.0012091898428053204	ExAC_AF_AMR
FAH	0.003858	gnomAD_ASJ
GSS	0.000115022	gnomADg_AF_afr
EMD	2.0927507115352418e-05	ExAC_AF_NFE
AR	8.167e-05	gnomAD_AFR
SMAD3	1.79e-05	gnomAD_NFE
GUSB	0.0004651	EA
RAD51B	1.5102090129273892e-05	ExAC_AF_NFE
LIX1L-AS1	0.03448640867135236	ExAC_AF_NFE
TREX1	0.00117925	gnomADg_AF_amr
ADA	0.007875	EA
PRPH2	0.000227	AA
COL5A2	0.000919118	gnomADg_AF_oth
KYNU	0.000288018	gnomADg_AF_fin
TSHR	0.0033510515368615668	ExAC_AF_EAS
DNAJB6	6.4792e-05	gnomADg_AF_nfe
RAB3GAP2	0.00022558087074216106	ExAC_AF_AMR
IL7R	0.0001163	EA
IL12RB1	0.001	SAS
ENG	0.0001163	EA
NDUFS3	0.0001823	gnomAD_OTH
PDE6A	0.00017319016279875303	ExAC_AF_AMR
SGCA	0.00344828	gnomADg_AF_asj
PPT1	0.00690846	gnomADg_AF_fin
PIK3CA	1.5048908954100828e-05	ExAC_AF_NFE
TRNT1	0.000932836	gnomADg_AF_oth
HNF1A	0.275	EA
RSPH1	0.0014	AMR
GNB1	1.5040760460848901e-05	ExAC_AF_NFE
SGCD	4.66984e-05	gnomADe_AF_fin
PTS	0.002	EAS
SYCE2	0.0025641	gnomADg_AF_eas
LOXHD1	0.002922	gnomAD_ASJ
TP53	0.001	EUR&EUR
CCDC114	0.002	EUR
DNAAF4	0.000507099	gnomADe_AF_oth
JAG1	6.19425e-05	gnomADe_AF_afr
MMP21	0.001	EUR
BRCA1	0.02193	EA
MPO	0.0275862	gnomADg_AF_asj
PEX2	0.00344828	gnomADg_AF_asj
PGM3	0.0001163	EA
CDAN1	0.0002332	EA
CNTNAP1	0.000641026	gnomADg_AF_eas
CPS1	6.4834e-05	gnomADg_AF_nfe
CENPJ	0.00236407	gnomADg_AF_amr
SMAD4	0.0001015	gnomAD_ASJ
RHO	6.48256e-05	gnomADg_AF_nfe
SLC34A1	0.0014	AMR&AMR
SCO2	0.0003488	EA
SZT2	6.50195e-05	gnomADg_AF_nfe
MAGEL2	0.00029086678301337986	ExAC_AF_AFR
MEF2C	0.0008	AFR
EPCAM	0.000643501	gnomADg_AF_eas
DBNL	0.009079	AA
OTOG	0.001834862385321101	ExAC_AF_NFE
SPAG1	0.000259168	gnomADg_AF_nfe
SLC25A22	0.000163506	gnomADe_AF_oth
CYP27A1	0.0014	AMR
UGT1A6	0.003	EAS
C12orf65	0.000378281	gnomADe_AF_nfe
GRIN2A	0.0001016	gnomAD_ASJ
CHMP1A	0.00117925	gnomADg_AF_amr
MC2R	0.000453897	gnomADg_AF_nfe
AXDND1	0.0011792452830188679	ExAC_AF_OTH
GFPT1	0.00117925	gnomADg_AF_amr
XPC	0.00117925	gnomADg_AF_amr
IRF2BPL	9.858e-06	gnomAD_NFE
GLRA1	0.0006921612735767433	ExAC_AF_AMR
XPA	0.00464306	gnomADg_AF_fin
AMACR	0.0013428827215756492	ExAC_AF_AFR
BRAF	6.48929e-05	gnomADg_AF_nfe
MHRT	6.48172e-05	gnomADg_AF_nfe
UGT1A10	0.003	EAS
ERCC4	0.00117925	gnomADg_AF_amr
SLC25A20	0.00128535	gnomADg_AF_eas
ADSL	0.00041953850764159424	ExAC_AF_NFE
EPG5	0.00158421	gnomADe_AF_asj
NFKB1	0.00011587485515643106	ExAC_AF_EAS
TSPAN1	0.00259067	gnomADg_AF_fin
BRIP1	0.0008	AFR
SH3TC2	0.0014099718005639887	ExAC_AF_NFE
C9	0.002442	EA&EA
FLNC	0.0002035	gnomAD_ASJ
LOC114827850	0.0014	AMR&AMR&AMR
DHCR7	0.00117925	gnomADg_AF_amr
AUH	0.001	EAS
ALS2	3.583e-05	gnomAD_NFE
USH2A	0.0041	SAS
ABCG8	0.00258918	gnomADg_AF_fin
TNNT2	0.0017605633802816902	ExAC_AF_OTH
DPAGT1	5.78469e-05	gnomADe_AF_amr
OCA2	0.006279	EA
TYR	0.01601	gnomAD_ASJ&gnomAD_ASJ
CTNS	0.0003488	EA
TGDS	0.00344828	gnomADg_AF_asj
DPYD	0.00107815	gnomADe_AF_sas
PRNP	0.001	EAS
ELP1	0.00117925	gnomADg_AF_amr
PRF1	0.003926306251887647	ExAC_AF_AFR
LOC112533672	9.446438692612885e-05	ExAC_AF_NFE
MEFV	0.0011013215859030838	ExAC_AF_OTH
TMPPE	0.0018642803877703207	ExAC_AF_FIN
APOE	0.326625386996904	ExAC_AF_FIN
SCN8A	2.978e-05	gnomAD_AMR
ALMS1	0.001	EAS
DDHD2	0.000227	AA
PROS1	0.001	EAS
AP4M1	0.0009381	AA
TPK1	0.0011086474501108647	ExAC_AF_OTH
HOXB13	0.007863	gnomAD_FIN
SLC26A1	0.0032455135547919053	ExAC_AF_FIN
BAP1	1.76047e-05	gnomADe_AF_nfe
F11	0.02427	gnomAD_ASJ
HYLS1	0.0120968	gnomADg_AF_fin
LIG4	0.0023	AFR
SDCCAG8	0.000327	gnomAD_AFR
C8B	0.0031	SAS
PYGL	0.00092081	gnomADg_AF_oth
FGFR3	6.49519e-05	gnomADg_AF_nfe
ORC6	0.002	EUR
ADSS1	0.000227	AA
COL1A1	0.0001949	gnomAD_OTH
C11orf65	0.0011013215859030838	ExAC_AF_OTH
NCF2	2.978e-05	gnomAD_AMR
RDH5	0.0029	AMR&AMR
SLC26A4-AS1	0.001	SAS
HPS1	0.01225	EA
ELN	0.000129719	gnomADg_AF_nfe
LDLR	0.001817	EA
FGF3	3.26627e-05	gnomADe_AF_sas
RPL36A-HNRNPH2	0.001	gnomADg_AF_eas
GRHPR	0.0041	SAS
LAMC2	0.000114811	gnomADg_AF_afr
AIPL1	0.001	EUR
CTRC	0.0011111111111111111	ExAC_AF_OTH
FKBP10	0.006332	AA&AA
ST3GAL5	0.0002326	EA
RB1	0.0008	AFR
TAT	6.076072426783327e-05	ExAC_AF_SAS
FLG	0.0206897	gnomADg_AF_asj
ARMC4	0.000194426	gnomADg_AF_nfe
BCS1L	0.004306	gnomAD_FIN
GALT	0.0045	AFR
SLC45A2	0.00029291154071470416	ExAC_AF_AFR
FBN1	0.000641849	gnomADg_AF_eas
WWOX	0.0002489	AA
ACAD9	0.0008	AFR
LOC106029312	0.01162	gnomAD_ASJ
SLC6A5	8.695652173913044e-05	ExAC_AF_AMR
LAMB3	0.0013392319730347899	ExAC_AF_NFE
UBE3B	0.000919118	gnomADg_AF_oth
EXT1	1.5005552054260076e-05	ExAC_AF_NFE
KARS1	0.00129045	gnomADe_AF_asj
SLC7A9	0.00615201	gnomADe_AF_asj
NRAS	6.48172e-05	gnomADg_AF_nfe
LRRC37A2	0.000648172	gnomADg_AF_nfe
SERPINA1	0.0576	AMR
F7	0.0091	AFR
SLC13A5	0.00034479657002368605	ExAC_AF_NFE
CDK5RAP2	0.00022251891410769915	ExAC_AF_EAS
DGUOK	0.001	SAS
TRPV4	0.001	EUR
TMEM216	0.003553	gnomAD_ASJ
CDK4	0.0001155802126675913	ExAC_AF_EAS
SGSH	0.00117925	gnomADg_AF_amr
FBXL4	0.00469	AA
ATRIP	0.00117925	gnomADg_AF_amr
DDX41	0.002	EUR
CLP1	2.978e-05	gnomAD_AMR
AAAS	0.001	EUR
CERS1	0.00138504	gnomADg_AF_oth
DDC	6.05766900896535e-05	ExAC_AF_SAS
PCCA	0.001	EUR
BBS12	0.0002423	EA
P2RY12	2.699e-05	gnomAD_NFE
POLR3H	0.0004574	gnomAD_AFR
PAPSS2	0.001	SAS
ERCC6-PGBD3	4.62963e-05	gnomADe_AF_fin
PINK1	0.001	EAS
LOC107303338	3.0018311169813586e-05	ExAC_AF_NFE
LOC113633877	0.00689655	gnomADg_AF_asj
MCOLN1	0.004266	gnomAD_ASJ
LOC106694316	0.004	EUR
ATP6V1B1	0.00038513383400731754	ExAC_AF_AFR
FANCM	0.008920471726640459	ExAC_AF_FIN
EXT2	0.0001825	gnomAD_OTH
PCARE	0.000642674	gnomADg_AF_eas
KCNE1	8.968e-06	gnomAD_NFE
SBDS	0.009791	gnomAD_FIN
BICD2	0.000227	AA
ATP1A3	0.00015124016938898973	ExAC_AF_FIN
DSC2	0.000227	AA
ACO2	0.0004574	gnomAD_AFR
FZD4	0.00011564	gnomADe_AF_amr
ANO5	0.00637312	gnomADg_AF_fin
TPO	0.0033259423503325942	ExAC_AF_OTH
RAG1	0.000326691	gnomADe_AF_oth
COLQ	0.001	EUR
KIAA0586	0.0137931	gnomADg_AF_asj
F2	0.0176887	gnomADg_AF_amr
STAC3	0.0011554015020219526	ExAC_AF_AFR
APTX	0.00344828	gnomADg_AF_asj
MIR6886	0.0001163	EA
HGD	0.003	EUR
MED23	0.00118203	gnomADg_AF_amr
SPTLC2	0.000162866	gnomADe_AF_oth
ETFDH	0.002	EUR
FOXG1	0.006164	AA
FMO3	0.003372	EA
TCF4	2.978e-05	gnomAD_AMR
DCLRE1C	0.0001823	gnomAD_OTH
FLCN	0.005863	AA
PKD2	0.0001825	gnomAD_OTH
GLB1	0.0029	AMR
NPHP1	0.000922509	gnomADg_AF_oth
VCP	4.61936e-05	gnomADe_AF_fin
SLURP1	0.000163881	gnomADe_AF_oth
CEP152	0.0001222	EA
ADGRV1	0.0005288	AA
SLC4A1	8.952e-06	gnomAD_NFE
TBC1D24	0.0002459	EA
FOLR1	6.48004e-05	gnomADg_AF_nfe
BMPR2	8.961e-06	gnomAD_NFE
PGAM2	0.009079	AA
LITAF	0.0001163	EA
RLBP1	0.00016292	gnomADe_AF_oth
ASTN2	4.62065e-05	gnomADe_AF_fin
POLR3B	0.0011013215859030838	ExAC_AF_OTH
DBT	0.0045	AFR
ACAT1	0.003	EAS
TBX5	0.000114784	gnomADg_AF_afr
TSEN54	0.002380952380952381	ExAC_AF_OTH
GSN	0.000288018	gnomADg_AF_fin
ARSB	0.00183824	gnomADg_AF_oth
FANCD2	3.0018311169813586e-05	ExAC_AF_NFE
SERPINB7	0.0119	EAS
ETHE1	0.000346921	gnomADe_AF_amr
DYSF	0.0029	AMR
ACAD8	0.0015	AFR
TCAP	0.00108755	gnomADe_AF_eas
SACS	0.0002345	AA
PGAP1	6.602e-05	gnomAD_AFR
CDH1	0.000114863	gnomADg_AF_afr
ALOXE3	0.00233372	gnomADg_AF_nfe
TH2LCRR	0.00117925	gnomADg_AF_amr
GCDH	0.0025641	gnomADg_AF_eas
HEXB	0.002	EUR
AOPEP	0.000163026	gnomADe_AF_oth
AGL	0.00117925	gnomADg_AF_amr
DHODH	0.0014	AMR
CLN3	0.001	EAS
TMEM67	0.00344828	gnomADg_AF_asj
LOC112486223	0.0003266	gnomAD_AFR
MEN1	0.000273164	gnomADe_AF_fin
DNAAF4-CCPG1	0.000507099	gnomADe_AF_oth
G6PC	0.006802	gnomAD_ASJ
CABP2	0.004847016055740685	ExAC_AF_FIN
UROS	0.001	EUR
GBE1	0.00647539	gnomADe_AF_asj
GLDN	0.0001165	EA
CCDC39	0.008276	AA
CHST3	0.00025546046749265553	ExAC_AF_SAS
PEX6	0.000575374	gnomADg_AF_fin
GALE	6.48677e-05	gnomADg_AF_nfe
MYH3	1.4983518130056938e-05	ExAC_AF_NFE
TMEM127	0.000229779	gnomADg_AF_afr
CRPPA-AS1	0.00118203	gnomADg_AF_amr
TGFB2	5.49571e-05	gnomADe_AF_eas
ABCD1	0.00034916201117318437	ExAC_AF_AFR
LOC111674472	0.00117925	gnomADg_AF_amr
PHYH	0.003656	gnomAD_ASJ
TACR3	0.0009302	EA
VHL	0.0001979	gnomAD_OTH
SI	0.00689655	gnomADg_AF_asj
CYP17A1	0.00128205	gnomADg_AF_eas
MSH6	0.005157	AA
COL27A1	0.0029	AMR
CTPS1	0.0003488	EA
SHOX	2.9968832414289138e-05	ExAC_AF_NFE
SPG11	0.003987	AA
LIPT1	0.0026807	gnomADe_AF_asj
MYH7	0.0013628104179285283	ExAC_AF_FIN
CCNO	0.000642674	gnomADg_AF_eas
JAK3	9.750390015600624e-05	ExAC_AF_SAS
PDE6B-AS1	0.000129584	gnomADg_AF_nfe
INSL6	0.0008263717771500691	ExAC_AF_NFE
ORC1	0.0004651	EA
IDH2	0.00064433	gnomADg_AF_eas
ASCC1	4.498965237995261e-05	ExAC_AF_NFE
SOX5	9.617234083477592e-05	ExAC_AF_AFR
RAPSN	0.000641849	gnomADg_AF_eas
KLHL40	0.0002472799208704253	ExAC_AF_AFR
SLC12A6	8.96e-05	gnomAD_NFE
DICER1	0.000114811	gnomADg_AF_afr
ALDOB	0.0089	EUR
SEC23B	0.00235849	gnomADg_AF_amr
EPM2A	0.0003678	gnomAD_OTH
MYO7A	0.0022624434389140274	ExAC_AF_FIN
C6	0.0121	AFR
